Project ID,Organization,Department,Division,Project Number,Project Category,Project Type,Project Sub-Type,Phase,Priority,Status,Project Name,Description,Justification,Project Location,Notes,Council District,Estimated Start,Estimated End,Plan Cost,Estimated Cost,PO Cost,Actual Cost,Metro Cost,State Cost,Federal Cost,Other Cost,Total Cost,Longitude,Latitude,Layer Name,Mapped Location
5775,Metro Nashville,Metro Public Works,Engineering,23-032816133965,Capital,Roadway Improvements,Rehabilitation,Under Construction,,Planned,Crestmoor Rd/Hillsboro Intersection Realignment,"Realigns Crestmoor Rd to line up with Glen Echo Rd. Once demolition is complete, we will begin.",Roadway Projects,Hillsboro Pk at Creestmoor,Roadway Projects,"25, 34",01/08/2024,01/07/2025,11500000,0,0,0,11500000,0,0,0,11500000,-86.811907,36.109148,Project Point,POINT (-86.811907 36.109148)
8284,Metro Nashville,Metro Public Works,Engineering,23-051110340656,Bikeway,Bike Lane,New,Plan Design,,Planned,Grace St From Dickerson Pk To Lischey Ave,This project will provide a connection to McFerrin Park and is also part of the Priority Bikeway Network.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Grace St From Dickerson Pk To Lischey Ave,A bike lane connecting Dickerson Pk to McFerrin Park is being installed.,05,"Apr, 2024","Apr, 2025",24481.42,0,0,0,0,0,0,0,24481.42,-86.76952,36.18278,Project Line,POINT (-86.76952 36.18278)
8331,Metro Nashville,Metro Public Works,Engineering,2023-R-3,Capital,Intersection Improvements,Rehabilitation,Aquiring Right-Of-Way,,Scheduled,Mt View Rd at Hamilton Church Intersection Improvements,"Intersection improvements to add turn lanes at all 4x approaches. Include pedestrian improvements at intersection to include crosswalks, pedestrian heads, and sidewalk.",Improvements and funding tied to a failed development. Approved through Planning Commission.,Mt View Road and Hamilton Church Road,Project area is currently undergoing a final survey before right-of-way acquisition begins.,08,05/06/2024,05/06/2025,0,0,0,0,0,0,0,0,0,-86.608179,36.062773,Project Poly,POINT (-86.608179 36.062773)
7450,Metro Nashville,Metro Public Works,Engineering,22-012510393021,Sidewalk,Sidewalk Repairs,Maintenance/Repairs,Complete,,Complete,Broadway From 3rd Ave S To 2nd Ave S,Expansion of existing sidewalks and addition of security bollards.,Pedestrian safety along highly trafficked vehicular and pedestrian route.,Broadway From 3rd Ave S To 2nd Ave S,Expansion of existing sidewalks and addition of security bollards.,19,02/18/2022,04/15/2022,795675.79,0,0,0,0,0,0,0,795675.79,-86.775514,36.161615,Project Line,POINT (-86.775514 36.161615)
6101,Metro Nashville,Metro Public Works,Engineering,21-100615082065,Sidewalk,Sidewalk Repairs,Maintenance/Repairs,Aquiring Right-Of-Way,,Planned,Shadowbrook Trl From Existing Sidewalk To Cane Ridge Elementary School,New sidewalks with grass furnishing zone.,To provide connectivity to local neighborhoods.,Shadowbrook Trl From Existing Sidewalk To Cane Ridge Elementary School,Installation of sidewalk along roadway to provide connectivity to local neighborhoods.,32,03/15/2024,07/13/2024,180093,175000,0,0,175000,0,0,0,175000,-86.617997,36.040999,Project Line,POINT (-86.617997 36.040999)
5380,Metro Nashville,Metro Public Works,Engineering,21-052011011658,Bikeway,Buffered Bike Lane,New,Future,,Planned,42nd Ave N From Murphy Rd To Alabama Ave,Construction of a new buffered bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,42nd Ave N From Murphy Rd To Alabama Ave,This bikeway is estimated to begin in 2025 or later.,24,"Jul, 2025","Dec, 2025",83933.25,83933.25,0,0,83933.25,0,0,0,83933.25,-86.836688,36.145727,Project Line,POINT (-86.836688 36.145727)
7298,Metro Nashville,Metro Public Works,Engineering,21-100111284398,Sidewalk,Sidewalk Repairs,Maintenance/Repairs,Complete,,Complete,Myatt Dr  From State Rt 45 To N Dupont Ave,"ADA accessibility improvements on Myatt Drive, E Old Hickory Blvd  to N Dupont Ave. Fill in missing curb ramps and sidewalk along this WeGo bus route. Ped Signals in conjunction with TDOT.",Safety benefit of improving existing sidewalks.,Myatt Dr  From State Rt 45 To N Dupont Ave,"ADA accessibility improvements on Myatt Drive, E Old Hickory Blvd  to N Dupont Ave. Fill in missing curb ramps and sidewalk along this WeGo bus route. Ped Signals in conjunction with TDOT.",09,11/08/2021,11/29/2021,140877.87,0,140877.87,34660.75,140877.87,0,0,0,34660.75,-86.690014,36.265664,Project Line,POINT (-86.690014 36.265664)
7393,Metro Nashville,Metro Public Works,Engineering,21-120207380308,Sidewalk,Sidewalk Repairs,Maintenance/Repairs,Complete,,Complete,Andrew Jackson Pkwy From Highland View Dr To Lebanon Pike,Varying cross-section primarily consisting of a 5’ sidewalk and 2’ furnishing zone.,This project increases pedestrian safety by connecting the existing sidewalk network to multiple transit stops through a residential area.,Andrew Jackson Pkwy From Highland View Dr To Lebanon Pike,Sidewalk Project construction is complete.,"11, 14",01/30/2022,07/31/2022,395365.67,0,0,0,0,0,0,0,395365.67,-86.598427,36.211958,Project Line,POINT (-86.598427 36.211958)
1380,Metro Nashville,Metro Public Works,Paving,RPMS-17944,Paving,Paving,New,Plan Design,,Planned,CUB CREEK RD - RIVER ROAD PK - COUNTY BOUNDARY,CUB CREEK RD - RIVER ROAD PK - COUNTY BOUNDARY,"Based on the current condiion index, this roadway segment qualifies for paving",CUB CREEK RD - RIVER ROAD PK - COUNTY BOUNDARY,CUB CREEK RD - RIVER ROAD PK - COUNTY BOUNDARY,35,01/01/2022,12/31/2022,260100,0,0,0,260100,0,0,0,260100,-86.97318,36.184356,Project Line,POINT (-86.97318 36.184356)
5348,Metro Nashville,Metro Public Works,Paving,RPMS-18476,Paving,Paving,New,Plan Design,,Planned,HILL CT - HILL RD - CUL-DE-SAC,HILL CT - HILL RD - CUL-DE-SAC,"Based on the current condiion index, this roadway segment qualifies for paving",HILL CT - HILL RD - CUL-DE-SAC,PAVING PROJECT: 'HILL CT - HILL RD - CUL-DE-SAC',26,01/01/2022,12/31/2022,33150,0,0,0,33150,0,0,0,33150,-86.748488,36.045023,Project Line,POINT (-86.748488 36.045023)
8261,Metro Nashville,Metro Public Works,Engineering,23-033014245676,Traffic,Information Technology,Engineering/Consultant Services,Bid,,Scheduled,Traffic Management Center (TMC),"Implementation of a modern Transportation Management Center (TMC) and three years of operational staff for the management, operation, and maintenance of the TMC.",Metro Nashville Transportation Plan published December 2020. Funded through 2021 CMAQ grant.,"700 PRESIDENT RONALD REAGAN WAY, 215",Bid document being prepped and reviewed.,19,03/04/2024,08/31/2024,3655000,0,0,0,0,0,3655000,0,3655000,-86.768819,36.15444,Project Point,POINT (-86.768819 36.15444)
8326,Metro Nashville,Metro Public Works,Engineering,23-081013205375,Bridge,Bridge Repairs,Maintenance/Repairs,Ready for Construction,,Planned,General Bate Drive/ West Fork Brown's Creek,"Flagged - NDOT. The work will consist of: Removal of vegetation , repair concrete deterioration at the abutments, wingwalls, and beams, repair of existing guardrail","The 2021 TDOT inspection identified concrete scaling, erosion, and drift build-up.",General Bate Drive/ West Fork Brown's Creek,Traffic control measures will be required for the planned bridge repairs.,25,,,0,72390,0,0,0,0,0,0,72390,-86.785195,36.108174,Project Poly,POINT (-86.785195 36.108174)
7497,Metro Nashville,Metro Public Works,Engineering,22-022213521564,Sidewalk,New Sidewalk,New,Future,,Future,LEBANON PIKE From JB ESTILLE DR To OLD LEBANON PIKE,"This project connects a sidewalk gap on Lebanon Pike, improving walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,LEBANON PIKE From JB ESTILLE DR To OLD LEBANON PIKE,Install new sidewalk on north side of Lebanon Pike from JB Estille Drive to Old Lebanon Pike.,15,2026,2026,349372.74,0,0,0,0,0,0,0,349372.74,-86.665786,36.168475,Project Line,POINT (-86.665786 36.168475)
7773,Metro Nashville,Metro Public Works,Engineering,22-072612110810,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,LOWER BROADWAY PHASE 4,20' sidewalk being constructed between 4th and 3rd Ave on Broadway,Provide a safe pedestrian walkway and increase connectivity.,BROADWAY FROM 4TH AVE TO 3RD AVE,Sidewalk is being built for pedestrian safety in a very busy area.,19,12/12/2022,02/28/2023,0,1500000,0,0,0,0,0,0,1500000,-86.776494,36.161196,Project Line,POINT (-86.776494 36.161196)
8216,Metro Nashville,Metro Public Works,Paving,RPMS-49599,Paving,Paving,New,Plan Design,,Planned,MORNINGSIDE DR - SUNSET DR - BEN ALLEN RD,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",MORNINGSIDE DR - SUNSET DR - BEN ALLEN RD,"Based on the current condition index, this roadway segment qualifies for paving.",05,01/01/2022,12/31/2022,28500,0,0,0,0,0,0,0,28500,-86.758021,36.224385,Project Line,POINT (-86.758021 36.224385)
6093,Metro Nashville,Metro Public Works,Engineering,21-041309174488,Sidewalk,New Sidewalk,New,Under Construction,,In Progress,Vaulx Ln From Kirkwood Ave To Inverness Ave,New sidewalks with grass furnishing zone.,To provide connectivity to local neighborhoods.,Vaulx Ln From Kirkwood Ave To Inverness Ave,Installation of sidewalk along roadway to provide connectivity to local neighborhoods.,17,06/12/2023,04/07/2024,1258742,1258742,1631716.9,1483379,1258742,0,0,0,1483379,-86.779758,36.122122,Project Line,POINT (-86.779758 36.122122)
7685,Metro Nashville,Metro Public Works,Paving,RPMS-49184,Paving,Paving,New,Complete,,Complete,DR D B TODD JR BLVD - SCOVEL ST - BUCHANAN ST,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",DR D B TODD JR BLVD - SCOVEL ST - BUCHANAN ST,"Based on the current condition index, this roadway segment qualifies for paving.",21,01/01/2023,12/31/2023,237500,0,0,0,0,0,0,0,237500,-86.808642,36.17431,Project Line,POINT (-86.808642 36.17431)
5705,Metro Nashville,Metro Public Works,Paving,RPMS-18638,Paving,Paving,New,Complete,,Complete,DOUGLAS AVE - GALLATIN AV - SCOTT AVE,DOUGLAS AVE - GALLATIN AV - SCOTT AVE,"Based on the current condiion index, this roadway segment qualifies for paving",DOUGLAS AVE - GALLATIN AV - SCOTT AVE,PAVING PROJECT: 'DOUGLAS AVE - GALLATIN AV - SCOTT AVE',06,01/01/2021,01/31/2021,212800,0,0,0,143450,0,0,0,212800,-86.73972,36.192131,Project Line,POINT (-86.73972 36.192131)
5613,Metro Nashville,Metro Public Works,Engineering,2017-R-005,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,W Hamilton Ave  From West of Haynes Park Dr To Harld Prewett Dr,5' Sidewalk with 4' Furnishing Zone,Provides connectivity  from Harold Prewett Drive to Transit and shopping center on Clarksville Pike,W Hamilton Ave  From West of Haynes Park Dr To Harld Prewett Dr,"Installation of new 5' sidewalk and 4' furnishing zone along with curb, gutter, and storm drainage that provides connectivity  from Harold Prewett Drive to Transit and shopping center on Clarksville Pike",01,09/28/2021,09/08/2023,1250000,1030000,0,0,1030000,0,0,0,1030000,-86.836674,36.207552,Project Line,POINT (-86.836674 36.207552)
7242,Metro Nashville,Metro Public Works,Engineering,21-091613250360,Bridge,Bridge Repairs,Maintenance/Repairs,Under Construction,,In Progress,"Church Street/10th-11th-12th Avenue N, CSXT Railroad - 2021 TDOT Flagged","BRIDGE REPAIRS identified by TDOT Bridge Maintenance Division 2021 Flagged Bridges List - Repairs/maintenance needed to address clogged drains (Flagged), repair and clean expansion joints, repair cracks in beams A and E.","To address and resolve the following  deficiencies: Clogged bridge deck drains, damaged expansion joints, concrete cracks in beams A and E.","Church Street/10th-11th-12th Avenue N, CSXT Railroad",This project was initiated due to 2021 TDOT bridge inspections Flagged Bridges. The bridge repairs will require traffic control measures,19,04/10/2023,12/29/2023,0,183435,180695.34,0,0,0,0,0,183435,-86.787678,36.159866,Project Poly,POINT (-86.787678 36.159866)
7478,Metro Nashville,Metro Public Works,Engineering,22-021714435821,Bikeway,Bike Lane,New,Complete,,Complete,Jonquil Dr From Harding Pl To Paragon Mills Rd,Completed bike lane,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Jonquil Dr From Harding Pl To Paragon Mills Rd,Bike lane is complete,30,"Apr, 2022","Dec, 2022",50000,0,0,0,0,0,0,0,50000,-86.71808,36.084916,Project Line,POINT (-86.71808 36.084916)
7248,Metro Nashville,Metro Public Works,Engineering,21-092410245426,Guardrail,Guardrail Repairs,Maintenance/Repairs,Under Construction,,In Progress,Rosedale Avenue,"Guardrail Installation - The work will consist of installing guardrail along Rosedale Avenue; 425' of single guardrail type 2, 12.5' metal beam guard fence, 312.5' radius rail, 1 type 13 guardrail anchor, 8 type 21 terminal anchor, 11 type in-line anchor, 100' guardrail removal, 9 rounded end element with reflective object decal.",To address and resolve the following deficiencies: Steep embankment adjacent to roadway.,Rosedale Avenue,Guardrail replacement will require traffic control measures.,05,02/20/2023,10/27/2023,0,142392,0,0,421.19,0,0,0,142392,-86.757186,36.195952,Project Line,POINT (-86.757186 36.195952)
7103,Metro Nashville,Metro Public Works,Engineering,21-052113004745,Bikeway,Shared Bikeway,New,Future,,Future,Lawrence Ave From 12th Ave S To 10th Ave S,Construction of a new shared bikeway,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Lawrence Ave From 12th Ave S To 10th Ave S,This bikeway is estimated to begin in 2025 or later.,18,"Jul, 2025","Dec, 2025",30000,30000,0,0,10424.4,0,0,0,30000,-86.787459,36.129039,Project Line,POINT (-86.787459 36.129039)
5384,Metro Nashville,Metro Public Works,Engineering,22-061013015521,Bikeway,Shared Bikeway,New,Future,,Future,25th Ave S From Blakemore Ave To West End Ave,Addition of a new Signed Shared Route,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,25th Ave S From Blakemore Ave To West End Ave,This bikeway is estimated to begin in 2025 or later.,18,"Jul, 2025","Dec, 2025",31984.71,0,0,0,0,0,0,0,31984.71,-86.806667,36.142703,Project Line,POINT (-86.806667 36.142703)
7795,Metro Nashville,Metro Public Works,Engineering,22-080813041591,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,S 2nd St From East Concourse of Nissan Stadium To Russell St,New sidewalk for stadium traffic.,To increase pedestrian safety.,S 2nd St From East Concourse of Nissan Stadium To Russell St,This new sidewalk will increase pedestrian safety on gameday.,19,08/30/2022,09/09/2022,170000,0,0,0,0,0,0,0,170000,-86.770155,36.16769,Project Line,POINT (-86.770155 36.16769)
7751,Metro Nashville,Metro Public Works,Engineering,22-070108474944,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,51st Ave N From Kentucky Ave To Tennessee Ave,5ft wide sidewalk with a 2ft furnishing zone.,"This project connects a residential area to a commercial area, fills a gap in an existing sidewalk network, and connects to public transit stops.",51st Ave N From Kentucky Ave To Tennessee Ave,This project met selection criteria due to connectivity to an existing network and transit stops.,20,09/28/2022,10/07/2022,0,53000,0,0,0,0,0,0,53000,-86.848948,36.160853,Project Line,POINT (-86.848948 36.160853)
7749,Metro Nashville,Metro Public Works,Engineering,22-063010241471,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,Gallatin Pike From N of Due West Ave To Neelys Bend Rd,"This project bridged multiple sidewalk gaps on Gallatin Pike, improving walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Gallatin Pike From N of Due West Ave To Neelys Bend Rd,Install multiple new sidewalks along northwest side of Gallatin Pike between Due West Avenue and Neelys Bend Road. Project completed 2022.,"07, 09",09/14/2022,11/18/2022,300325.75,0,300325.75,300325.75,0,0,0,0,300325.75,-86.717158,36.25293,Project Line,POINT (-86.717158 36.25293)
7544,Metro Nashville,Metro Public Works,Engineering,22-022410092490,Bikeway,Bike Lane,New,Planning/Scoping,,Planned,Sidco Dr From Harding Pl To Thompson Ln,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Sidco Dr From Harding Pl To Thompson Ln,This bikeway is under consideration as a Fast Track bike lane.,26,"Jul, 2024","Dec, 2024",175000,0,0,0,0,0,0,0,175000,-86.760062,36.092893,Project Line,POINT (-86.760062 36.092893)
